5.8000000000000000e+02	2.3025835614967667e+00	1.1109548282125072e+00	1.1331914090000788e+02	1.1238851655544021e+02
6.0000000000000000e+02	2.2807672115220750e+00	1.1153455404940007e+00	1.1350413601029217e+02	1.1248173859135866e+02
6.2000000000000000e+02	2.2610163880917700e+00	1.1184390970038844e+00	1.1365707168474586e+02	1.1255623476455209e+02
6.4000000000000000e+02	2.2433396543195561e+00	1.1203963628352345e+00	1.1378210325324066e+02	1.1261739022615386e+02
6.6000000000000000e+02	2.2276798318680902e+00	1.1213864465881558e+00	1.1388334926075578e+02	1.1266832035021976e+02
6.8000000000000000e+02	2.2139321427593539e+00	1.1215767510524579e+00	1.1396459970346571e+02	1.1271100575821309e+02
7.0000000000000000e+02	2.2019609148032115e+00	1.1211254140509472e+00	1.1402921116000428e+02	1.1274683823044145e+02
7.2000000000000000e+02	2.1916132727926061e+00	1.1201763699731986e+00	1.1408009059722025e+02	1.1277688330258606e+02
7.4000000000000000e+02	2.1827295954544659e+00	1.1188566771199508e+00	1.1411971952323044e+02	1.1280200739001864e+02
7.6000000000000000e+02	2.1751510765034952e+00	1.1172755842578543e+00	1.1415019471047084e+02	1.1282294063562350e+02
7.8000000000000000e+02	2.1687249060673492e+00	1.1155248219584946e+00	1.1417327386322398e+02	1.1284030955374540e+02
8.0000000000000000e+02	2.1633075953994614e+00	1.1136796865448007e+00	1.1419042065821382e+02	1.1285465562173833e+02
8.2000000000000000e+02	2.1587669057772114e+00	1.1118005828470301e+00	1.1420284662165554e+02	1.1286644736592613e+02
8.4000000000000000e+02	2.1549827605185032e+00	1.1099347830205628e+00	1.1421154883316775e+02	1.1287608939304197e+02
8.6000000000000000e+02	2.1518474388786717e+00	1.1081182340369327e+00	1.1421734321322283e+02	1.1288392989533590e+02
8.8000000000000000e+02	2.1492652807003445e+00	1.1063773048657564e+00	1.1422089352865747e+02	1.1289026727444437e+02
9.0000000000000000e+02	2.1471520732898375e+00	1.1047304075693649e+00	1.1422273642782818e+02	1.1289535613795148e+02
9.2000000000000000e+02	2.1454342465163401e+00	1.1031894572758307e+00	1.1422330288917158e+02	1.1289941275987167e+02
9.4000000000000000e+02	2.1440479669519172e+00	1.1017611570698300e+00	1.1422293648406001e+02	1.1290262003645142e+02
9.6000000000000000e+02	2.1429381951295676e+00	1.1004481076933015e+00	1.1422190884336266e+02	1.1290513195271744e+02
9.8000000000000000e+02	2.1420577499504310e+00	1.0992497505711467e+00	1.1422043269131547e+02	1.1290707757601290e+02
1.0000000000000000e+03	2.1413664094262335e+00	1.0981631576167068e+00	1.1421867277805319e+02	1.1290856459845801e+02
1.0200000000000000e+03	2.1408300660808868e+00	1.0971836836872002e+00	1.1421675500785466e+02	1.1290968245599851e+02
1.0400000000000000e+03	2.1404199474895997e+00	1.0963054982987024e+00	1.1421477402625003e+02	1.1291050505581400e+02
1.0600000000000000e+03	2.1401119068543344e+00	1.0955220128805294e+00	1.1421279949697832e+02	1.1291109314606798e+02
1.0800000000000000e+03	2.1398857846243380e+00	1.0948262188752083e+00	1.1421088127005110e+02	1.1291149636253168e+02
1.1000000000000000e+03	2.1397248395313389e+00	1.0942109506645668e+00	1.1420905361517261e+02	1.1291175498589296e+02
1.1200000000000000e+03	2.1396152456893995e+00	1.0936690858205362e+00	1.1420733867055402e+02	1.1291190144195744e+02
1.1400000000000000e+03	2.1395456513598412e+00	1.0931936936683526e+00	1.1420574923566663e+02	1.1291196157478132e+02
1.1600000000000000e+03	2.1395067944152397e+00	1.0927781416895685e+00	1.1420429101755420e+02	1.1291195572030465e+02
1.1800000000000000e+03	2.1394911693136378e+00	1.0924161679293105e+00	1.1420296442377399e+02	1.1291189960547240e+02
1.2000000000000000e+03	2.1394927404108937e+00	1.0921019263310618e+00	1.1420176598065277e+02	1.1291180509530270e+02
1.2200000000000000e+03	2.1395066966185525e+00	1.0918300108126615e+00	1.1420068944311967e+02	1.1291168080802079e+02
1.2400000000000000e+03	2.1395292427001893e+00	1.0915954629194577e+00	1.1419972665172129e+02	1.1291153261640567e+02
1.2600000000000000e+03	2.1395574228494714e+00	1.0913937670391354e+00	1.1419886818338102e+02	1.1291136405214958e+02
1.2800000000000000e+03	2.1395889725786024e+00	1.0912208364286573e+00	1.1419810383493970e+02	1.1291117662981092e+02
1.3000000000000000e+03	2.1396221953455146e+00	1.0910729926762979e+00	1.1419742297251894e+02	1.1291097010883256e+02
1.3200000000000000e+03	2.1396558607485865e+00	1.0909469406893415e+00	1.1419681477551659e+02	1.1291074271811674e+02
1.3400000000000000e+03	2.1396891215111560e+00	1.0908397408490855e+00	1.1419626840221299e+02	1.1291049138194556e+02
1.3600000000000000e+03	2.1397214468633590e+00	1.0907487795974169e+00	1.1419577310603349e+02	1.1291021201717017e+02
1.3800000000000000e+03	2.1397525703125191e+00	1.0906717394013750e+00	1.1419531834068493e+02	1.1290990003721059e+02
1.4000000000000000e+03	2.1397824501952729e+00	1.0906065687700413e+00	1.1419489391541261e+02	1.1290955133492133e+02
1.4200000000000000e+03	2.1398112418689048e+00	1.0905514527541584e+00	1.1419449031253870e+02	1.1290916429889472e+02
1.4400000000000000e+03	2.1398392810185958e+00	1.0905047841162163e+00	1.1419409938727684e+02	1.1290874400123913e+02
1.4600000000000000e+03	2.1398670785225664e+00	1.0904651350703807e+00	1.1419371589453915e+02	1.1290831089894078e+02
1.4800000000000000e+03	2.1398953290223264e+00	1.0904312290682487e+00	1.1419334075285063e+02	1.1290791887505779e+02
1.5000000000000000e+03	2.1399268567758898e+00	1.0904012649780697e+00	1.1419300421376217e+02	1.1290794852119997e+02
